date,address,species,block,street,trap,addressnumberandstreet,latitude,longitude,addressaccuracy,nummosquitos,wnvpresent,tmax_avg,tmin_avg,tavg_avg,dewpoint_avg,wetbulb_avg,heat_avg,cool_avg,preciptotal_avg,sealevel_avg,resultspeed_avg,resultdir_avg,avgspeed_avg,stnpressure_avg,tmax_stn1,tmin_stn1,tavg_stn1,depart_stn1,dewpoint_stn1,wetbulb_stn1,heat_stn1,cool_stn1,sunrise_stn1,sunset_stn1,depth_stn1,snowfall_stn1,preciptotal_stn1,stnpressure_stn1,sealevel_stn1,resultspeed_stn1,resultdir_stn1,avgspeed_stn1,tmax_stn2,tmin_stn2,tavg_stn2,dewpoint_stn2,wetbulb_stn2,heat_stn2,cool_stn2,preciptotal_stn2,stnpressure_stn2,sealevel_stn2,resultspeed_stn2,resultdir_stn2,avgspeed_stn2,year,month,day
24/9/2007,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,7,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,2,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,2,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,12,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,3,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,3,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,17,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,50,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,3,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"North Streeter Drive, Chicago, IL 60611, USA",CULEX TERRITANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,10,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,3,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,5,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,10,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,3,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,29,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,5,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,20,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,9,2,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,3,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,5,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,12,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,3,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,20,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,9,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,17,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,2,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,7,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,3,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,4,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,3,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,12,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,34,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,2,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,3,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,2,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX PIPIENS/RESTUANS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,3,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX PIPIENS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,5,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX TERRITANS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,2,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,22,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,8,7,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX PIPIENS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,8,1,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,8,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,4,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.614258,8,2,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
24/9/2007,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS,93, S DR MARTIN LUTHER KING JR DR,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.614258,8,7,0,90.5,69.5,80,62.5,68.5,0,15,0,29.985,10.7,19,11.2,29.305,90,68,79,18,63,68,0,14,541,1746,0,0,0,29.27,29.99,11.4,19,11.9,91,71,81,62,69,0,16,0,29.34,29.98,10,19,10.5,2007,9,24
